,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
154511,201510210034,2015,10,21,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Capecastle,55.166270999999995,-6.295971,1.0,0,The incident occurred along Islandarragh road.,"10/21/2015: Assailants set fire to a civilian vehicle on Islandarragh Road in Capecastle, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,73.0,Vehicles/Transportation,Not Applicable,Car,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence in Northern Ireland.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle and a house were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Catholic couple targeted in sectarian attack,"" The Irish News, October 22, 2015.","""Couple and baby escape injury after Co Antrim arson attack,"" Farming Life, October 21, 2015.","""Couple and young baby escape arson attack,"" Irish Independent, October 21, 2015.",START Primary Collection,-9,-9,1,1,
154842,201510290088,2015,10,29,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred in Island street area.,"10/29/2015: An explosive device was discovered and defused in Island Street neighborhood, Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Pipe bomb found 'lying on street',"" BBC, October 29, 2015.","""Viable pipe bomb device found lying in street in East Belfast,"" Belfast Live, October 29, 2015.","""Bomb lying on street risked killing random pedestrians: ex-military MLA,"" News Letter, October 29, 2015.",START Primary Collection,-9,-9,1,1,
154963,201511010030,2015,11,1,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred along Ainsworth Ave.,"11/01/2015: An explosive device was discovered and defused on a windowsill along Ainsworth Avenue in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A crude explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Bomb found,"" Irish News, November 2, 2015.","""Risk of carnage' from bomb on Belfast windowsill,"" News Letter, November 1, 2015.","""Homes evacuated after police find bomb in west Belfast,"" Belfast Telegraph, November 1, 2015.",START Primary Collection,-9,-9,1,1,
155023,201511030011,2015,11,3,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred along Rodney drive.,"11/03/2015: An explosive device was discovered and defused along Rodney Drive in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Unknown,Garden,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""'Crude but viable device' made safe,"" BBC, November 3, 2015.","""Homemade bomb found in garden,"" Belfast Telegraph, November 4, 2015.","""Crude but viable device in west Belfast alert,"" UTV, November 3, 2015.",START Primary Collection,-9,-9,1,1,
155295,201511100039,2015,11,13,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Drumsurn,54.99593,-6.87742,1.0,0,,"11/13/2015: An explosive device was discovered and defused after being reported in Drumsurn, Northern Ireland, United Kingdom. Oglaigh na hEireann claimed responsibility for the incident and threatened those who utilize the group's name in order to gain an extortion.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,Oglaigh na hEireann claimed responsibility for the incident and threatened those who utilize the group's name in order to gain an extortion.,0.0,,,0,-99.0,0.0,1.0,4.0,E-mail,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""North-west roads re-open as separate security alerts end,"" The Irish News, November 28, 2015.","""North West needs a bomb disposal base, claims MP,"" Belfast Telegraph, November 28, 2015.","""Viable bomb found in Drumsurn 'dissident' alert,"" UTV, November 13, 2015.",START Primary Collection,0,0,1,1,
155341,201511110053,2015,11,11,,0,,603,United Kingdom,8,Western Europe,Wales,Rhyl,53.319141,-3.4916339999999995,1.0,0,,"11/11/2015: An unknown number of explosive devices targeting the Islamic Cultural Centre on Water Street detonated in Rhyl town, Rhyl district, Clwyd county, Wales, United Kingdom. There were no casualties or property damage in this attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Islamic Cultural Center,Mosque,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,3.0,3.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,Fireworks were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Three bailed over mosque arson attack,"" Daily Post (North Wales), November 14, 2015.",,,START Primary Collection,-9,-9,1,1,
155345,201511110065,2015,11,11,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred along Crumlin Road in the Ardoyne neighborhood.,"11/11/2015: Assailants attacked a house on Crumlin Road in Ardoyne neighborhood, Belfast, Northern Ireland, United Kingdom. There were no reported casualties in the attack, but the house was damaged. No group claimed responsibility for the incident; however, sources attributed the attack to loyalists.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Loyalists,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of sectarian violence in Northern Ireland.",0.0,,,0,3.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,Hammers and crowbars were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Attack on Catholic home blamed on loyalist gang,"" The Irish News, November 12, 2015.",,,START Primary Collection,0,0,1,1,
155376,201511120056,2015,11,12,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Galliagh,54.969078,-7.195835000000001,2.0,0,The incident occurred in County Londonderry.,"11/12/2015: Four assailants attacked a civilian in Galliagh, Northern Ireland, United Kingdom. The victim was injured in the assault. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,9,Unknown,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,4.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Paramilitary attack gang branded thugs',"" Derry Journal, November 13, 2015.","""Suspected dissident republicans attack man in Northern Ireland's Londonderry,"" Jane's Terrorism Watch Report, November 16, 2015.",,START Primary Collection,-9,-9,1,1,
155436,201511130074,2015,11,13,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,1,The incident occurred in the Cranbrook Gardens area in the Ardoyne neighborhood.,"11/13/2015: Assailants shot and injured a civilian at Cranbrook Gardens in Ardoyne neighborhood, Belfast, Northern Ireland, United Kingdom. The New Irish Republican Army claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,233.0,Northern Ireland,,,,,,,,,,,,,,,,,The New Irish Republican Army,,,,,,,0.0,,,0,-99.0,0.0,1.0,10.0,Unknown,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""'IRA' admits shooting man at house,"" Irish News, December 5, 2015.",,,START Primary Collection,1,1,1,1,
155519,201511150060,2015,11,15,,0,,603,United Kingdom,8,Western Europe,Scotland,Methil,56.18484300000001,-3.0164020000000002,1.0,0,,"11/15/2015: Assailants assaulted a Muslim restaurant owner outside a fast food restaurant in Methil city, Scotland, United Kingdom. The restaurant owner and his wife were injured in the assault. No group claimed responsibility for the incident; however, sources noted that the assailants shouted anti-Muslim slurs and referenced the recent attacks in Paris.",1,1,1,0.0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Muslim Civilian: Mohammed Khalid,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the assailants referenced the Paris attacks and the Islamic State of Iraq and the Levant (ISIL) during the attack.",0.0,,,0,15.0,2.0,0.0,,,,,,,,,,9,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""A Scottish Man Hospitalised After His Family Was Attacked Outside Of His Restaurant,"" BuzzFeed, November 17, 2015.","""Paris attacks: Fife takeaway owner seriously injured in 'revenge' assault,"" International Business Times UK, November 16, 2015.","""Shocking moment Muslim takeaway workers are attacked by gang of thugs 'shouting ISIS' 24 hours after Paris terror attacks,"" Mail Online UK, November 18, 2015.",START Primary Collection,-9,-9,1,1,
155570,201511170029,2015,11,17,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Kinyre Park,54.859372,-6.26319,1.0,0,The incident occurred in the Ballymena district.,"11/17/2015: Assailants threw an incendiary device at a Muslim family's house in Kinyre Park, Northern Ireland, United Kingdom. At least one person was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,House of Muslim Family,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Muslim family's home in bomb attack,"" BBC, November 17, 2015.","""PSNI investigates fire bomb attack on Muslim family's home in Antrim,"" The Irish Times, November 18, 2015.","""Family escape harm in Ballymena petrol bomb attack,"" The Irish News, November 17, 2015.",START Primary Collection,-9,-9,1,1,
155571,201511170030,2015,11,17,,0,,603,United Kingdom,8,Western Europe,Scotland,Glasgow,55.897911,-4.20354,1.0,0,The incident occurred along Auchinairn road.,"11/17/2015: Assailants set fire to the Bishopbriggs Community Centre mosque along Auchinairn road in Glasgow city, Scotland, United Kingdom. There were no reported casualties; however, the building was damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Bishopbriggs Community Center,Mosque,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Patrols increased after mosque fire,"" Evening Times (Glasgow), November 18, 2015.","""Bishopbriggs mosque hit by arson attack 'hate crime' as Syrian refugees arrive in Glasgow,"" International Business Times UK, November 17, 2015.","""Plea for caution after mosque is hit in fire attack,"" Scottish Daily Mail, November 18, 2015.",START Primary Collection,-9,-9,1,1,
155590,201511170084,2015,11,17,,0,,603,United Kingdom,8,Western Europe,England,Bradford,53.795984,-1.759398,1.0,0,,"11/17/2015: Assailants attacked Nissar Hussain in Bradford, England, United Kingdom. Hussain, a civilian who converted from Islam to Christianity, was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,69.0,Religion Identified,Not Applicable,Christian Convert: Nissar Hussain,216.0,Great Britain,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"The specific motive is unknown; however, sources suspected that Nissar Hussain was targeted because of his public statements on the mistreatment of those who convert from Islam to Christianity.",0.0,,,0,2.0,0.0,0.0,,,,,,,,,,9,Melee,21.0,Blunt Object,,,,,,,,,,,,,A pickaxe handle was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bradford father 'living in fear after converting from Islam to Christianity',"" The Telegraph, November 19, 2015.","""Terrifying video shows Bradford dad attacked by pickaxe thugs 'for converting from Islam to Christianity',"" Yorkshire Post, November 19, 2015.",,START Primary Collection,-9,-9,1,1,
155884,201511240050,2015,11,24,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Feeny,54.89069,-7.021210000000001,1.0,0,The incident occurred between Carnanbane and Banagher roads.,"11/24/2015: An explosive device was discovered and defused between Carnanbane and Banagher roads in Feeny, Northern Ireland, United Kingdom. There were no reported casualties. No group claimed responsibility for the incident; however, sources suspected that dissident republicans were involved.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,,0.0,,,0,-99.0,0.0,1.0,4.0,E-mail,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Police confirm bomb found near village,"" BBC, November 25, 2015.","""Threat won't stop my work, insists SF councillor,"" Belfast Telegraph, January 21, 2016.","""Probe after 'viable explosive device' found in Co Londonderry,"" Farming Life, November 25, 2015.",START Primary Collection,0,0,1,1,
155937,201511260021,2015,11,26,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred along Rossnareen Avenue in the Andersontown neighborhood.,"11/26/2015: An assailant opened fire on a police vehicle along Rossnareen Avenue in Andersontown, Belfast, Northern Ireland, United Kingdom. No one was injured in the attack. The New Irish Republican Army claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Officers,233.0,Northern Ireland,,,,,,,,,,,,,,,,,The New Irish Republican Army,,,,,,,0.0,,,0,1.0,0.0,1.0,4.0,E-mail,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A Kalashnikov rifle was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,One vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Northern Ireland: 'IRA' Claims Responsibility for Gun Attack on Police Car in Belfast,"" The Irish News Online, November 28, 2015.","""Police officers escape death after car hit by volley of gunfire,"" Irish Independent, November 27, 2015.","""Belfast: Shots fired at police in Andersonstown district, but officers escape injury,"" International Business Times UK, November 26, 2015.",START Primary Collection,1,1,1,1,
155967,201511270019,2015,11,27,,0,,603,United Kingdom,8,Western Europe,England,London,51.504387,-0.140041,1.0,0,The incident occurred in the Finsbury Park area.,"11/27/2015: An assailant threw an explosive device at the Finsbury Park Mosque in Finsbury Park, London, England, United Kingdom. There were no reported casualties or damages. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Finsbury Park Mosque,Mosque,216.0,Great Britain,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence targeting members of the Muslim community following the Paris attacks.",0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,A homemade explosive containing five liters of fuel in a jerry can was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Arsonist targets Abu Hamza's former mosque with PETROL BOMB in 'Paris revenge attack',"" Scottish Daily Express, November 30, 2015.","""Mosque targeted in suspected arson attack,"" The Independent (London), November 30, 2015.","""Attempt to burn down prominent London mosque a 'terrorist attack',"" Middle East Eye, November 29, 2015.",START Primary Collection,-9,-9,1,1,
155984,201511270040,2015,11,27,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Antrim,54.729192000000005,-6.220397,1.0,0,The incident occurred along Meadow Drive.,"11/27/2015: Assailants set fire to a car in front of a civilian home along Meadow Drive in Antrim, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Not Applicable,Car of Indian Civilians,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,One vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Violence and terror brings only suffering,"" The Irish News, November 28, 2015.","""CochraneWatson condemns cowardly arson attack on family home in Antrim,"" Ulster Unionist Party, November 27, 2015.",,START Primary Collection,-9,-9,1,1,
156092,201511300036,2015,11,30,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Dungiven,54.929411,-6.917567,1.0,0,The incident occurred in the Ard Na Smoll neighborhood.,"11/30/2015: Assailants set wheelie bins on fire and planted an explosive device outside of a house in Ard Na Smoll neighborhood, Dungiven, Northern Ireland, United Kingdom. There were no reported casualties and security forces safely defused the device. Oglaigh na hEireann claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,7.0,Facility/Infrastructure Attack,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Oglaigh na hEireann,,,,,,,0.0,,,0,-99.0,0.0,1.0,4.0,E-mail,,,,,,,,6,Explosives,31.0,Pipe Bomb,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unspecified number of trash cans were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Family may move after pipe bomb attack,"" BBC, December 1, 2015.","""Oglaigh na hEireann claim Roe Valley bombs,"" Derry Journal, January 19, 2016.","""Police say firefighters found viable pipe bomb when called to put out wheelie bin blaze,"" Belfast Live, December 1, 2015.",START Primary Collection,0,0,1,1,
156142,201512010055,2015,12,8,"December 1-15, 2015",0,,603,United Kingdom,8,Western Europe,Northern Ireland,Dungiven,54.92943399999999,-6.917516,1.0,0,The incident occurred on Ard Na Smoll road.,"12/00/2015: Between December 1 and December 15, 2015, an explosive device was discovered and defused at a civilian residence in Ard Na Smoll neighborhood, Dungiven, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residence,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources posited that Sean McGlinchey was targeted for his criticism of dissident republicans.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Threat won't stop my work, insists SF councillor,"" Belfast Telegraph, January 21, 2016.",,,START Primary Collection,-9,-9,1,1,
156163,201512020045,2015,12,2,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred in the Castlereagh road area of the city.,"12/02/2015: Assailants threw incendiary devices at a Police Service of Northern Ireland (PSNI) patrol on Castlereagh Road in Belfast, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Petrol bombings probed,"" Belfast Telegraph, December 4, 2015.","""Petrol bombs thrown at house and police in Belfast,"" UTV, December 3, 2015.",,START Primary Collection,-9,-9,1,1,
156168,201512020050,2015,12,2,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,The incident occurred on Albertbridge road.,"12/02/2015: Assailants threw an incendiary device at a civilian residence on Albertbridge Road in Belfast, Northern Ireland, United Kingdom. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,House,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A petrol bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A house was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Petrol bombings probed,"" Belfast Telegraph, December 4, 2015.","""Petrol bombs thrown at house and police in Belfast,"" UTV, December 3, 2015.",,START Primary Collection,-9,-9,1,1,
156266,201512050019,2015,12,5,,0,,603,United Kingdom,8,Western Europe,England,London,51.504387,-0.140041,1.0,0,The incident occurred in the Leytonstone area of the city.,"12/05/2015: An assailant armed with a machete attacked tube passengers in Leytonstone area, London, England, United Kingdom. At least three people were injured in the attack. An individual, identified as Muhaydin Mire, claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations targeting the Islamic State of Iraq and the Levant (ISIL) in Syria.",1,1,1,1.0,4.0,Lack of Intentionality,0.0,1,0,2,Armed Assault,,,,,19,Transportation,102.0,Subway,London Underground,Subway Station,216.0,Great Britain,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An individual, identified as Muhaydin Mire, claimed responsibility for the incident and stated that the attack was carried out in retaliation for Western operations targeting the Islamic State of Iraq and the Levant (ISIL) in Syria.",0.0,,,1,1.0,1.0,1.0,8.0,Personal claim,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,A knife was used in the attack.,0.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. There is doubt this incident meets terrorism-related criteria. The offender was later determined to suffer mental health issues.","""London - Police charge suspect in London Tube stabbing,"" AFP (North European Service), December 7, 2015.","""Leytonstone Tube station 'terror attack': Police appeal for footage,"" BBC Online, December 6, 2015.","""Syria war-inspired knifeman jailed over London tube attack,"" Middle East Eye, August 1, 2016.",START Primary Collection,-9,-9,1,1,
